asset,time,AdrActCnt,BlkSizeMeanByte,CapMrktCurUSD,CapRealUSD,FlowInExNtv,FlowInExNtv-status,FlowInExNtv-status-time,FlowOutExNtv,FlowOutExNtv-status,FlowOutExNtv-status-time,TxTfrValAdjNtv,NVT,MVRV,ExchNetFlow
eth,2025-02-22 00:00:00+00:00,652109.0,78401.6176100629,333526767533.7199,285912242727.5719,511670.373723122,flash,2025-02-23T02:19:09.514379000Z,469429.09519625927,flash,2025-02-23T02:54:46.125023000Z,2613616.3567192387,127611.21833212808,1.1665354528085632,42241.278526862734
eth,2025-02-23 00:00:00+00:00,673471.0,79478.46680642907,340225314004.08704,287015470012.13885,440790.0858782353,flash,2025-02-24T03:14:34.816785000Z,279388.7053683156,flash,2025-02-24T03:50:44.979644000Z,2228825.790728607,152647.78226245614,1.1853901602923973,161401.38050991966
eth,2025-02-24 00:00:00+00:00,653722.0,89658.01145891559,303775975262.47534,282589975424.19226,549813.2471340396,flash,2025-02-25T02:32:46.419625000Z,537553.4473451717,flash,2025-02-25T03:10:36.926651000Z,3283078.755507309,92527.77587284382,1.0749708117086638,12259.799788867938
eth,2025-02-25 00:00:00+00:00,599245.0,95200.47255969836,301355244097.82874,281086196590.4852,1019235.963545414,flash,2025-02-26T03:05:41.671152000Z,999241.108519035,flash,2025-02-26T03:42:03.567527000Z,5162851.007514041,58369.9284870384,1.072109722046841,19994.855026378995
eth,2025-02-26 00:00:00+00:00,634182.0,96131.00934970696,280990640200.25354,276903946253.6118,545260.3211337137,flash,2025-02-27T02:25:45.191324000Z,531285.6049189016,flash,2025-02-27T03:04:31.000187000Z,3631434.5381347006,77377.31115609904,1.0147585254812468,13974.716214812128
eth,2025-02-27 00:00:00+00:00,628254.0,101551.9834076966,277146095106.22253,274866339484.0771,673338.6104917217,flash,2025-02-28T03:31:34.215379000Z,616521.7036287881,flash,2025-02-28T04:09:48.174813000Z,3400201.6332806014,81508.72359849581,1.0082940516704393,56816.90686293354
eth,2025-02-28 00:00:00+00:00,572524.0,105001.44847301632,268883693070.15475,272070249465.46445,875139.5147354925,flash,2025-03-01T03:14:35.280138000Z,822841.1636793616,flash,2025-03-01T03:51:20.013634000Z,4758753.168431202,56502.97116771797,0.9882877440603288,52298.35105613095
eth,2025-03-01 00:00:00+00:00,581077.0,121176.51401478176,266359986058.0892,269250577177.8289,318782.63909404824,flash,2025-03-02T02:39:11.931057000Z,287179.1987109593,flash,2025-03-02T03:13:51.351857000Z,2157984.554000929,123429.97801548424,0.9892643085484248,31603.44038308895
eth,2025-03-02 00:00:00+00:00,634334.0,77559.77903248291,303793416355.32654,272134197271.17395,483397.5782215674,flash,2025-03-03T01:28:36.899859000Z,415813.0707187165,flash,2025-03-03T02:03:17.437775000Z,3105980.173230724,97809.19368823017,1.116336790457118,67584.50750285084
eth,2025-03-03 00:00:00+00:00,600837.0,100547.4432658758,259694900722.5667,265503611243.35544,664407.6800671075,flash,2025-03-04T03:34:06.623926000Z,620933.8921377567,flash,2025-03-04T03:49:23.150132000Z,4246595.111814623,61153.67580018615,0.9781219152026353,43473.78792935086
eth,2025-03-04 00:00:00+00:00,581765.0,100817.90273513817,261685394082.7408,263293055171.53983,770413.6531330525,flash,2025-03-05T02:16:51.077384000Z,721520.09830476,flash,2025-03-05T02:16:51.096263000Z,3950236.3532736674,66245.50297246773,0.9938940239507966,48893.554828292574
eth,2025-03-05 00:00:00+00:00,648492.0,90550.04579726332,270253298998.35315,263067316625.46347,395721.1222829984,flash,2025-03-06T04:10:24.012756000Z,441954.6284717528,flash,2025-03-06T04:10:24.030531000Z,2365304.2266930933,114257.31030641728,1.0273161351439204,-46233.5061887544
eth,2025-03-06 00:00:00+00:00,650999.0,96508.14515227715,266070170286.79205,261463849271.1348,453525.1624970443,flash,2025-03-07T04:23:00.397917000Z,446913.7639580825,flash,2025-03-07T04:23:00.418938000Z,2299857.9861290846,115689.8260203525,1.017617429822509,6611.398538961774
eth,2025-03-07 00:00:00+00:00,584152.0,99952.22035794184,257441262698.58096,259117797677.56604,551672.7435665975,flash,2025-03-08T05:21:05.756000000Z,968822.2013163728,flash,2025-03-08T05:21:05.777406000Z,3339015.510766262,77100.9484288084,0.9935298347160572,-417149.4577497754
eth,2025-03-08 00:00:00+00:00,614600.0,90519.6163310962,265286477212.4575,259413336049.79047,177987.7505398807,flash,2025-03-09T03:56:45.208516000Z,207985.73787940264,flash,2025-03-09T03:56:45.228705000Z,1179743.9857659703,224867.8360841275,1.0226400895655563,-29997.987339521933
